title;description;artist;culture;teaserText;url;image;regularImage;largeImage;date;medium;accessionNumber;galleryInformation
Kosode Robe with Roosters and Hens; ;;Japan;<p>Date: 19th century<br/>Accession Number: 49.32.108</p>;"/art/collection/search/45186?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=104";https://images.metmuseum.org/CRDImages/as/mobile-large/DP277439.jpg;as/web-additional/DP277439.jpg;as/web-large/DP277439.jpg;19th century;"Silk, metallic thread; embroidered figured crepe";49.32.108;Not on view
Dish with Rooster, Hen, and Chickens; ;;China;<p>Date: 18th century<br/>Accession Number: 79.2.577</p>;"/art/collection/search/51110?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=105";https://images.metmuseum.org/CRDImages/as/mobile-large/LC-79_2_577_001.jpg;as/web-additional/LC-79_2_577_001.jpg;as/web-large/LC-79_2_577_001.jpg;18th century;Porcelain painted with colored enamel over transparent glaze (Jingdezhen ware);79.2.577;Not on view
Han Koto;Wakamura workshop ;Wakamura workshop;Japanese;<p>Wakamura workshop</p><p>Date: ca. 1891<br/>Accession Number: 69.271.3a, b</p>;"/art/collection/search/503055?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=106";https://images.metmuseum.org/CRDImages/mi/mobile-large/192826.jpg;mi/web-additional/192826.jpg;mi/web-large/192826.jpg;ca. 1891;Paulownia wood, lacquer, red coral;69.271.3a, b;Not on view
Le Coq de France;Félix Bracquemond (French, Paris 1833–1914 Sèvres);Félix Bracquemond;;<p>Félix Bracquemond (French, Paris 1833–1914 Sèvres) </p><p>Date: 1893<br/>Accession Number: 22.82.1-31</p>;"/art/collection/search/384770?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=107";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP814173.jpg;dp/web-additional/DP814173.jpg;dp/web-large/DP814173.jpg;1893;Etching;22.82.1-31;Not on view
Coat of Arms (blank) with Two Putti Holding a Crown;Anonymous, German, 17th century (?);Anonymous, German, 17th century;;<p>Anonymous, German, 17th century (?)</p><p>Date: 17th century<br/>Accession Number: 52.570.153</p>;"/art/collection/search/383303?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=108";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP804527.jpg;dp/web-additional/DP804527.jpg;dp/web-large/DP804527.jpg;17th century;Pen and brown ink, brush and brown wash, black chalk, laid;52.570.153;Not on view
The End of the Great War (La Fin de la Grande Guerre), in Le Mot no 13, March 6, 1915;Raoul Dufy (French, Le Havre 1877–1953 Forcalquier);Raoul Dufy;;<p>Raoul Dufy (French, Le Havre 1877–1953 Forcalquier) </p><p>Date: 1915<br/>Accession Number: 69.503(13)</p>;"/art/collection/search/755582?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=109";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP875055.jpg;dp/web-additional/DP875055.jpg;dp/web-large/DP875055.jpg;1915;Lithograph;69.503(13);Not on view
Terracotta kylix: lip-cup (drinking cup);Attributed to the Tleson Painter ;Tleson Painter;Greek, Attic;<p>Attributed to the Tleson Painter</p><p>Date: 3rd quarter of the 6th century BCE<br/>Accession Number: 27.122.30</p>;"/art/collection/search/252945?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=110";https://images.metmuseum.org/CRDImages/gr/mobile-large/140725.jpg;gr/web-additional/140725.jpg;gr/web-large/140725.jpg;3rd quarter of the 6th century BCE;Terracotta;27.122.30;Not on view
Tankard;Marked by I. P. ;I. P.;American;<p>Marked by I. P.</p><p>Date: ca. 1730–60<br/>Accession Number: 28.88.5</p>;"/art/collection/search/8231?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=111";https://images.metmuseum.org/CRDImages/ad/mobile-large/DP104455.jpg;ad/web-additional/DP104455.jpg;ad/web-large/DP104455.jpg;ca. 1730–60;Silver;28.88.5;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzM0ODAzLDQwLjc4MDYxMzA4QGxtQDY4MzIyMTcyOTI0Mw==' target='_blank'>Gallery 774</a>
Roosters;Jane Poupelet (French, 1874–1932);Jane Poupelet;;<p>Jane Poupelet (French, 1874–1932) </p><p>Date: ca. 1925<br/>Accession Number: 58.18.1</p>;"/art/collection/search/488988?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=112";https://images.metmuseum.org/CRDImages/ma/mobile-large/58.18.1.jpg;ma/web-additional/58.18.1.jpg;ma/web-large/58.18.1.jpg;ca. 1925;Ink, wash and graphite on paper;58.18.1;Not on view
Les Secondes Oeuvres, et Subtiles Inventions De Lingerie du Seigneur Federic de Vinciolo Venitien, page 11 (recto);Federico de Vinciolo (Italian, active Paris, ca. 1587–99);Federico de Vinciolo;;<p>Federico de Vinciolo (Italian, active Paris, ca. 1587–99) </p><p>Date: 1603<br/>Accession Number: 39.30(14)</p>;"/art/collection/search/662901?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=113";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP363883.jpg;dp/web-additional/DP363883.jpg;dp/web-large/DP363883.jpg;1603;Woodcut;39.30(14);Not on view
Cock Fight;Arthur Melville (British, 1858–1904);Arthur Melville;;<p>Arthur Melville (British, 1858–1904) </p><p>Date: 1900<br/>Accession Number: 06.1236</p>;"/art/collection/search/355547?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=114";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP342080.jpg;dp/web-additional/DP342080.jpg;dp/web-large/DP342080.jpg;1900;Watercolor;06.1236;Not on view
"La Pratique de l&#39;Aiguille, page 22 (recto)";Matthias Mignerak ;Matthias Mignerak;;<p>Matthias Mignerak</p><p>Date: 1605<br/>Accession Number: 20.50.1(25)</p>;"/art/collection/search/663002?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=115";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP358176.jpg;dp/web-additional/DP358176.jpg;dp/web-large/DP358176.jpg;1605;Woodcut;20.50.1(25);Not on view
Chicken cup;Accession Number: 1987.85 ;;China;<p>Accession Number: 1987.85</p>;"/art/collection/search/42515?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=116";https://images.metmuseum.org/CRDImages/as/mobile-large/1987_85_2015AT_001.jpg;as/web-additional/1987_85_2015AT_001.jpg;as/web-large/1987_85_2015AT_001.jpg;;Porcelain painted in underglaze cobalt blue and overglaze colored enamel (Jingdezhen ware);1987.85;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MjA5MzQyLDQwLjc4MDM2OTMyQGxtQDQ1MDQ3NzMzOTE2NA==' target='_blank'>Gallery 220</a>
Case (Inr?) with Design of Rooster Fighting with Weasel;Attributed to Shibata Zeshin (Japanese, 1807–1891);Shibata Zeshin;Japan;<p>Attributed to Shibata Zeshin (Japanese, 1807–1891) </p><p>Date: 19th century<br/>Accession Number: 38.25.161a–d</p>;"/art/collection/search/59016?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=117";https://images.metmuseum.org/CRDImages/as/mobile-large/38_25_161_O2.JPG;as/web-additional/38_25_161_O2.JPG;as/web-large/38_25_161_O2.JPG;19th century;Lacquer;38.25.161a–d;Not on view
Girl and Roosters;Cheng Shifa (Chinese, 1921–2007);Cheng Shifa;China;<p>Cheng Shifa (Chinese, 1921–2007) </p><p>Date: dated 1963<br/>Accession Number: 1986.267.434</p>;"/art/collection/search/36420?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=118";https://images.metmuseum.org/CRDImages/as/mobile-large/DP162739.jpg;as/web-additional/DP162739.jpg;as/web-large/DP162739.jpg;dated 1963;"Folding fan mounted as an album leaf; ink and color on gold-flecked paper";1986.267.434;Not on view
"""Rooster"", Folio from a Dispersed Manuscript"; ;;;<p>Date: 10th–11th century<br/>Accession Number: 54.108.1</p>;"/art/collection/search/451191?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=119";https://images.metmuseum.org/CRDImages/is/mobile-large/sf54-108-1.jpg;is/web-additional/sf54-108-1.jpg;is/web-large/sf54-108-1.jpg;10th–11th century;Opaque watercolor on paper;54.108.1;Not on view
Design of a rooster from the Workshop of Froment-Meurice;Workshop of Jacques-Charles-François-Marie Froment-Meurice (French, 1864–1948);Jacques-Charles-François-Marie Froment-Meurice;;<p>Workshop of Jacques-Charles-François-Marie Froment-Meurice (French, 1864–1948) </p><p>Date: n.d.<br/>Accession Number: 56.500.128</p>;"/art/collection/search/384669?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=120";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP810871.jpg;dp/web-additional/DP810871.jpg;dp/web-large/DP810871.jpg;n.d.;Gouache and gilt over graphite;56.500.128;Not on view
Embroidered sampler; ;;Dutch, Marken Island;<p>Date: 17th century<br/>Accession Number: 57.122.143</p>;"/art/collection/search/228070?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=121";https://images.metmuseum.org/CRDImages/es/mobile-large/SF57_122_143.jpg;es/web-additional/SF57_122_143.jpg;es/web-large/SF57_122_143.jpg;17th century;Linen and silk on linen;57.122.143;Not on view
Case (Inr?) with Design of Rooster, Hen and Chicks beside Flowering Chrysanthemums; ;;Japan;<p>Date: 19th century<br/>Accession Number: 29.100.891</p>;"/art/collection/search/58816?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=122";https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_891_O3.JPG;as/web-additional/29_100_891_O3.JPG;as/web-large/29_100_891_O3.JPG;19th century;"Lacquer, roiro, gold and red togidashi, gold and coloured hiramakie; Interior: red lacquer, nashiji and fundame";29.100.891;Not on view
Man riding a donkey holding an umbrella and two roosters;Anonymous, Italian, 19th century (Duna?);Anonymous, Italian, 19th century;;<p>Anonymous, Italian, 19th century (Duna?)</p><p>Date: 19th century<br/>Accession Number: 1985.1123.73</p>;"/art/collection/search/829846?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=123";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP889734.jpg;dp/web-additional/DP889734.jpg;dp/web-large/DP889734.jpg;19th century;Color lithograph;1985.1123.73;Not on view
Rooster, Hen and Chicken with Spiderwort;Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo));Katsushika Hokusai;Japan;<p>Katsushika Hokusai (Japanese, Tokyo (Edo) 1760–1849 Tokyo (Edo)) </p><p>Date: ca. 1830–33<br/>Accession Number: JP745</p>;"/art/collection/search/54305?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=124";https://images.metmuseum.org/CRDImages/as/mobile-large/DP141265.jpg;as/web-additional/DP141265.jpg;as/web-large/DP141265.jpg;ca. 1830–33;"Woodblock print; ink and color on paper";JP745;Not on view
Inr? with Rooster, Hen, and Chicks; ;;Japan;<p>Date: 18th–19th century<br/>Accession Number: 29.100.743</p>;"/art/collection/search/58655?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=125";https://images.metmuseum.org/CRDImages/as/mobile-large/29_100_743_O3.JPG;as/web-additional/29_100_743_O3.JPG;as/web-large/29_100_743_O3.JPG;18th–19th century;"Black lacquer ground with white, green, yellow, and red lacquer
Netsuke: dancer; carved wood
Ojime: yellow and red glass bead

";29.100.743;Not on view
Ewer with a Cock-Shaped Spout; ;;;<p>Date: 8th–early 9th century<br/>Accession Number: 41.65</p>;"/art/collection/search/450386?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=126";https://images.metmuseum.org/CRDImages/is/mobile-large/41.65a.jpg;is/web-additional/41.65a.jpg;is/web-large/41.65a.jpg;8th–early 9th century;"Bronze; cast and pierced";41.65;On view at The Met Fifth Avenue in <a href='https://maps.metmuseum.org/?feature=LTczLjk2MzQ3NzA0LDQwLjc3ODM4NjAzQGxtQDM5OTk1NDY5Njc2MQ==' target='_blank'>Gallery 451</a>
New York;Helen Levitt (American, 1913–2009);Helen Levitt;;<p>Helen Levitt (American, 1913–2009) </p><p>Date: 1971<br/>Accession Number: 1986.1171.2</p>;"/art/collection/search/264884?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=127";https://images.metmuseum.org/CRDImages/ph/mobile-large/DP285638.jpg;ph/web-additional/DP285638.jpg;ph/web-large/DP285638.jpg;1971;Dye transfer print;1986.1171.2;Not on view
Paul and Barnabas at Lystra;Jacob Pynas (Dutch, Amsterdam 1592/93–after 1650 Amsterdam (?));Jacob Pynas;;<p>Jacob Pynas (Dutch, Amsterdam 1592/93–after 1650 Amsterdam (?)) </p><p>Accession Number: 1971.255</p>;"/art/collection/search/437351?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=128";https://images.metmuseum.org/CRDImages/ep/mobile-large/DP133560.jpg;ep/web-additional/DP133560.jpg;ep/web-large/DP133560.jpg;;Oil on wood;1971.255;Not on view
Fragment of Wall Hanging with confronted cocks and running dogs; ;;Coptic;<p>Date: 4th–6th century<br/>Accession Number: 2011.363</p>;"/art/collection/search/479579?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=129";https://images.metmuseum.org/CRDImages/md/mobile-large/DP256957.jpg;md/web-additional/DP256957.jpg;md/web-large/DP256957.jpg;4th–6th century;Wool and linen;2011.363;Not on view
Black Hamburgh, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.47</p>;"/art/collection/search/430314?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=130";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863167.jpg;dp/web-additional/DP863167.jpg;dp/web-large/DP863167.jpg;1910;Commercial color lithograph;Burdick 314, E31.47;Not on view
Derbyshire Red Cap, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.27</p>;"/art/collection/search/430286?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=131";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863147.jpg;dp/web-additional/DP863147.jpg;dp/web-large/DP863147.jpg;1910;Commercial color lithograph;Burdick 314, E31.27;Not on view
Brown-Breasted Red Game Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.41</p>;"/art/collection/search/430308?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=132";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863161.jpg;dp/web-additional/DP863161.jpg;dp/web-large/DP863161.jpg;1910;Commercial color lithograph;Burdick 314, E31.41;Not on view
Brown Leghorn, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.35</p>;"/art/collection/search/430300?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=133";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863155.jpg;dp/web-additional/DP863155.jpg;dp/web-large/DP863155.jpg;1910;Commercial color lithograph;Burdick 314, E31.35;Not on view
White Cochin Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.42</p>;"/art/collection/search/430309?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=134";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863162.jpg;dp/web-additional/DP863162.jpg;dp/web-large/DP863162.jpg;1910;Commercial color lithograph;Burdick 314, E31.42;Not on view
Dark Brahma Cockerel, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.45</p>;"/art/collection/search/430312?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=135";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863165.jpg;dp/web-additional/DP863165.jpg;dp/web-large/DP863165.jpg;1910;Commercial color lithograph;Burdick 314, E31.45;Not on view
Golden-Spangled Hamburgh Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.37</p>;"/art/collection/search/430302?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=136";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863157.jpg;dp/web-additional/DP863157.jpg;dp/web-large/DP863157.jpg;1910;Commercial color lithograph;Burdick 314, E31.37;Not on view
Silky Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.1</p>;"/art/collection/search/430192?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=137";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863121.jpg;dp/web-additional/DP863121.jpg;dp/web-large/DP863121.jpg;1910;Commercial color lithograph;Burdick 314, E31.1;Not on view
Andalusian Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.2</p>;"/art/collection/search/430194?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=138";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863122.jpg;dp/web-additional/DP863122.jpg;dp/web-large/DP863122.jpg;1910;Commercial color lithograph;Burdick 314, E31.2;Not on view
Buff Cochin China Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.23</p>;"/art/collection/search/430281?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=139";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863143.jpg;dp/web-additional/DP863143.jpg;dp/web-large/DP863143.jpg;1910;Commercial color lithograph;Burdick 314, E31.23;Not on view
Black-Breasted Red Game Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.20</p>;"/art/collection/search/430276?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=140";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863140.jpg;dp/web-additional/DP863140.jpg;dp/web-large/DP863140.jpg;1910;Commercial color lithograph;Burdick 314, E31.20;Not on view
Partridge Cochin Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.18</p>;"/art/collection/search/430274?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=141";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863138.jpg;dp/web-additional/DP863138.jpg;dp/web-large/DP863138.jpg;1910;Commercial color lithograph;Burdick 314, E31.18;Not on view
Rose-Combed Dorking Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.26</p>;"/art/collection/search/430285?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=142";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863146.jpg;dp/web-additional/DP863146.jpg;dp/web-large/DP863146.jpg;1910;Commercial color lithograph;Burdick 314, E31.26;Not on view
Houdan Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.5</p>;"/art/collection/search/430259?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=143";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863125.jpg;dp/web-additional/DP863125.jpg;dp/web-large/DP863125.jpg;1910;Commercial color lithograph;Burdick 314, E31.5;Not on view
Malay Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.4</p>;"/art/collection/search/430258?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=144";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863124.jpg;dp/web-additional/DP863124.jpg;dp/web-large/DP863124.jpg;1910;Commercial color lithograph;Burdick 314, E31.4;Not on view
Wyandotte Cock (SIlver Laced), from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.24</p>;"/art/collection/search/430282?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=145";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863144.jpg;dp/web-additional/DP863144.jpg;dp/web-large/DP863144.jpg;1910;Commercial color lithograph;Burdick 314, E31.24;Not on view
Pile Game Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.14</p>;"/art/collection/search/430270?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=146";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863134.jpg;dp/web-additional/DP863134.jpg;dp/web-large/DP863134.jpg;1910;Commercial color lithograph;Burdick 314, E31.14;Not on view
White-Faced Black Spanish Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.25</p>;"/art/collection/search/430283?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=147";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863145.jpg;dp/web-additional/DP863145.jpg;dp/web-large/DP863145.jpg;1910;Commercial color lithograph;Burdick 314, E31.25;Not on view
Ayam Jallak Malay Game Cock, from the Zoo Fowls series (E31) issued by The Philadelphia Confections Co. to promote Zoo Caramels;Issued by The Philadelphia Confections Co. ;The Philadelphia Confections Co.;;<p>Issued by The Philadelphia Confections Co.</p><p>Date: 1910<br/>Accession Number: Burdick 314, E31.40</p>;"/art/collection/search/430305?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=148";https://images.metmuseum.org/CRDImages/dp/mobile-large/DP863160.jpg;dp/web-additional/DP863160.jpg;dp/web-large/DP863160.jpg;1910;Commercial color lithograph;Burdick 314, E31.40;Not on view
Length of silk with Instruments of the Passion; ;;Spanish;<p>Date: ca. 1735<br/>Accession Number: 41.53</p>;"/art/collection/search/226545?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=149";https://images.metmuseum.org/CRDImages/es/mobile-large/123498.jpg;es/web-additional/123498.jpg;es/web-large/123498.jpg;ca. 1735;Silk and metal thread;41.53;Not on view
Collage picture with scenes from the Story of Abraham; ;;Austrian;<p>Date: last quarter 18th century<br/>Accession Number: 64.101.1394</p>;"/art/collection/search/229083?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=150";https://images.metmuseum.org/CRDImages/es/mobile-large/DP7862.jpg;es/web-additional/DP7862.jpg;es/web-large/DP7862.jpg;last quarter 18th century;Paper, silk and isinglass;64.101.1394;Not on view
Sword Guard (Tsuba); ;;Japanese;<p>Date: 19th century<br/>Accession Number: 46.122.193</p>;"/art/collection/search/26397?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=151";https://images.metmuseum.org/CRDImages/aa/mobile-large/46.122.193_001apr2014.jpg;aa/web-additional/46.122.193_001apr2014.jpg;aa/web-large/46.122.193_001apr2014.jpg;19th century;Copper-gold alloy (shakud?), gold, silver, copper-silver alloy (shibuichi), copper;46.122.193;Not on view
Sword Guard (Tsuba); ;;Japanese;<p>Date: 19th century<br/>Accession Number: 43.120.796</p>;"/art/collection/search/25879?&ao=on&ft=Rooster&offset=100&rpp=100&amp;pos=152";https://images.metmuseum.org/CRDImages/aa/mobile-large/43.120.796_002jan2014.jpg;aa/web-additional/43.120.796_002jan2014.jpg;aa/web-large/43.120.796_002jan2014.jpg;19th century;Copper-silver alloy (shibuichi), gold, copper-gold alloy (shakud?);43.120.796;Not on view
